,Age,Attrition,Department,EducationField,Gender,EmployeeCount,YearsAtCompany,JobRole,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3212,27,No,Research & Development,Medical,Male,1,9,Research Scientist,3.0,1.0,3.0,2,4
3213,32,No,Sales,Medical,Male,1,7,Sales Executive,3.0,4.0,3.0,3,3
3214,47,No,Research & Development,Medical,Female,1,7,Sales Executive,4.0,1.0,3.0,3,3
3215,40,No,Research & Development,Medical,Female,1,18,Human Resources,4.0,1.0,3.0,3,3
3216,53,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,3.0,3.0,3.0,3,3
3217,41,No,Sales,Medical,Male,1,21,Sales Executive,2.0,4.0,2.0,3,4
3218,60,No,Research & Development,Life Sciences,Female,1,2,Laboratory Technician,1.0,1.0,3.0,4,4
3219,27,No,Research & Development,Life Sciences,Male,1,9,Manufacturing Director,4.0,1.0,2.0,2,3
3220,41,No,Research & Development,Medical,Male,1,22,Manufacturing Director,4.0,3.0,3.0,3,3
3221,50,No,Sales,Life Sciences,Male,1,2,Research Scientist,4.0,2.0,3.0,4,4
3222,28,Yes,Sales,Life Sciences,Male,1,7,Research Scientist,1.0,2.0,3.0,2,3
3223,36,No,Research & Development,Technical Degree,Female,1,8,Research Scientist,1.0,1.0,3.0,3,3
3224,38,No,Research & Development,Medical,Female,1,1,Manager,3.0,3.0,4.0,3,3
3225,44,No,Research & Development,Life Sciences,Male,1,5,Research Scientist,1.0,3.0,3.0,2,3
3226,47,No,Research & Development,Life Sciences,Male,1,22,Research Scientist,4.0,3.0,2.0,2,4
3227,30,No,Research & Development,Life Sciences,Male,1,8,Sales Executive,3.0,4.0,2.0,3,3
3228,29,No,Research & Development,Medical,Female,1,1,Sales Executive,3.0,3.0,3.0,3,3
3229,42,Yes,Research & Development,Life Sciences,Female,1,2,Sales Executive,3.0,3.0,3.0,3,4
3230,43,No,Research & Development,Life Sciences,Male,1,2,Laboratory Technician,4.0,4.0,3.0,3,3
3231,34,No,Research & Development,Technical Degree,Male,1,5,Healthcare Representative,2.0,3.0,3.0,4,3
3232,23,No,Sales,Marketing,Male,1,4,Sales Executive,2.0,1.0,4.0,3,3
3233,39,No,Sales,Marketing,Female,1,8,Healthcare Representative,3.0,2.0,1.0,2,3
3234,56,No,Research & Development,Medical,Male,1,10,Manager,3.0,4.0,2.0,3,3
3235,40,No,Sales,Marketing,Male,1,4,Research Scientist,4.0,4.0,2.0,3,3
3236,27,No,Research & Development,Life Sciences,Female,1,7,Laboratory Technician,4.0,1.0,1.0,3,3
3237,29,No,Sales,Marketing,Female,1,2,Manager,4.0,2.0,3.0,2,3
3238,53,No,Research & Development,Life Sciences,Female,1,2,Laboratory Technician,4.0,4.0,3.0,3,3
3239,35,No,Research & Development,Medical,Male,1,1,Healthcare Representative,4.0,1.0,4.0,3,3
3240,32,No,Sales,Life Sciences,Male,1,10,Sales Executive,1.0,4.0,3.0,1,3
3241,38,No,Sales,Medical,Male,1,1,Laboratory Technician,4.0,3.0,1.0,3,3
3242,34,No,Research & Development,Medical,Female,1,0,Laboratory Technician,2.0,1.0,3.0,2,3
3243,52,No,Sales,Technical Degree,Male,1,34,Manager,3.0,1.0,4.0,3,3
3244,33,Yes,Research & Development,Medical,Male,1,10,Laboratory Technician,4.0,4.0,2.0,3,3
3245,25,No,Research & Development,Life Sciences,Male,1,6,Research Scientist,3.0,4.0,2.0,3,3
3246,45,No,Sales,Life Sciences,Male,1,8,Healthcare Representative,2.0,3.0,3.0,3,3
3247,23,No,Research & Development,Life Sciences,Female,1,2,Research Scientist,1.0,3.0,3.0,1,3
3248,47,Yes,Research & Development,Life Sciences,Male,1,5,Research Director,2.0,3.0,3.0,3,3
3249,34,No,Research & Development,Technical Degree,Male,1,6,Research Scientist,4.0,4.0,3.0,3,3
3250,55,Yes,Human Resources,Human Resources,Male,1,5,Laboratory Technician,4.0,1.0,3.0,3,3
3251,36,No,Research & Development,Life Sciences,Male,1,10,Sales Executive,1.0,1.0,3.0,1,3
3252,52,No,Research & Development,Life Sciences,Male,1,4,Sales Executive,4.0,4.0,3.0,3,3
3253,26,No,Research & Development,Life Sciences,Male,1,2,Manufacturing Director,1.0,4.0,3.0,3,3
3254,29,No,Research & Development,Medical,Male,1,8,Manufacturing Director,2.0,3.0,2.0,3,3
3255,26,Yes,Research & Development,Life Sciences,Male,1,4,Laboratory Technician,4.0,1.0,2.0,3,3
3256,34,No,Research & Development,Technical Degree,Male,1,4,Manufacturing Director,2.0,4.0,3.0,3,3
3257,54,No,Research & Development,Medical,Female,1,5,Laboratory Technician,4.0,1.0,3.0,3,3
3258,27,No,Research & Development,Life Sciences,Female,1,4,Research Scientist,3.0,4.0,3.0,3,3
3259,37,No,Sales,Technical Degree,Male,1,5,Manufacturing Director,4.0,1.0,2.0,3,3
3260,38,No,Sales,Life Sciences,Female,1,15,Research Scientist,1.0,1.0,3.0,3,3
3261,34,No,Sales,Marketing,Male,1,6,Sales Representative,0.0,1.0,3.0,3,3
3262,35,No,Research & Development,Medical,Male,1,3,Manager,1.0,4.0,2.0,2,3
3263,30,No,Research & Development,Medical,Male,1,2,Laboratory Technician,4.0,3.0,3.0,3,3
3264,40,No,Research & Development,Medical,Male,1,8,Manufacturing Director,3.0,2.0,3.0,4,3
3265,34,No,Research & Development,Life Sciences,Male,1,3,Healthcare Representative,3.0,1.0,3.0,3,4
3266,42,No,Research & Development,Medical,Male,1,24,Manufacturing Director,2.0,4.0,2.0,4,3
3267,23,Yes,Sales,Medical,Female,1,0,Manufacturing Director,3.0,1.0,3.0,2,3
3268,24,No,Sales,Marketing,Female,1,1,Manufacturing Director,3.0,2.0,3.0,3,3
3269,52,No,Research & Development,Life Sciences,Male,1,5,Manufacturing Director,4.0,3.0,3.0,2,3
3270,50,No,Research & Development,Life Sciences,Male,1,4,Sales Executive,3.0,3.0,3.0,1,3
3271,29,Yes,Sales,Marketing,Female,1,1,Research Scientist,2.0,1.0,3.0,4,3
3272,33,No,Research & Development,Life Sciences,Male,1,13,Manufacturing Director,3.0,3.0,4.0,3,3
3273,33,Yes,Research & Development,Life Sciences,Male,1,3,Human Resources,1.0,1.0,3.0,2,3
3274,47,No,Research & Development,Other,Male,1,26,Manager,3.0,4.0,2.0,4,3
3275,36,No,Sales,Medical,Female,1,9,Sales Executive,3.0,2.0,3.0,3,4
3276,29,No,Research & Development,Other,Male,1,10,Research Scientist,3.0,3.0,3.0,2,3
3277,58,Yes,Research & Development,Other,Female,1,31,Research Scientist,4.0,2.0,3.0,3,3
3278,35,No,Sales,Marketing,Female,1,2,Research Scientist,4.0,3.0,3.0,4,3
3279,42,No,Sales,Marketing,Male,1,4,Laboratory Technician,4.0,4.0,3.0,3,3
3280,28,Yes,Research & Development,Medical,Female,1,2,Sales Executive,3.0,3.0,2.0,2,3
3281,36,No,Research & Development,Life Sciences,Male,1,5,Healthcare Representative,3.0,2.0,3.0,3,3
3282,32,No,Research & Development,Medical,Male,1,14,Manufacturing Director,3.0,3.0,3.0,2,3
3283,40,No,Sales,Marketing,Male,1,1,Manufacturing Director,1.0,3.0,3.0,3,3
3284,30,No,Research & Development,Technical Degree,Male,1,0,Research Director,3.0,4.0,2.0,3,3
3285,45,No,Research & Development,Life Sciences,Male,1,1,Research Director,2.0,3.0,3.0,3,3
3286,42,No,Research & Development,Medical,Male,1,9,Sales Representative,2.0,2.0,2.0,3,3
3287,38,No,Sales,Medical,Male,1,4,Research Scientist,1.0,1.0,2.0,3,3
3288,34,No,Research & Development,Life Sciences,Male,1,5,Laboratory Technician,3.0,4.0,3.0,3,3
3289,49,Yes,Sales,Life Sciences,Female,1,9,Healthcare Representative,3.0,4.0,4.0,4,3
3290,55,Yes,Human Resources,Technical Degree,Male,1,9,Manufacturing Director,3.0,4.0,2.0,4,3
3291,43,No,Research & Development,Medical,Male,1,4,Healthcare Representative,2.0,1.0,3.0,2,3
3292,27,No,Sales,Medical,Male,1,9,Manager,3.0,4.0,3.0,2,4
3293,35,No,Research & Development,Medical,Male,1,8,Research Director,3.0,3.0,4.0,3,3
3294,28,No,Sales,Technical Degree,Female,1,8,Sales Executive,2.0,2.0,3.0,2,3
3295,34,No,Sales,Life Sciences,Male,1,3,Research Scientist,3.0,0.0,1.0,3,3
3296,26,Yes,Research & Development,Other,Female,1,8,Sales Executive,3.0,3.0,3.0,3,4
3297,27,No,Sales,Technical Degree,Female,1,0,Sales Executive,4.0,4.0,2.0,3,3
3298,51,No,Sales,Medical,Male,1,20,Research Scientist,1.0,3.0,2.0,3,3
3299,44,No,Sales,Medical,Female,1,5,Sales Executive,4.0,2.0,2.0,3,3
3300,25,No,Research & Development,Medical,Male,1,4,Laboratory Technician,1.0,1.0,2.0,4,3
3301,33,No,Research & Development,Life Sciences,Male,1,9,Laboratory Technician,1.0,1.0,3.0,2,3
3302,35,No,Sales,Medical,Female,1,6,Manager,3.0,1.0,2.0,2,4
3303,36,No,Sales,Marketing,Male,1,18,Manager,2.0,4.0,2.0,3,3
3304,32,No,Research & Development,Medical,Female,1,5,Sales Executive,2.0,4.0,2.0,3,4
3305,30,No,Research & Development,Medical,Male,1,5,Sales Representative,2.0,4.0,2.0,3,3
3306,53,No,Sales,Marketing,Male,1,5,Sales Executive,1.0,4.0,3.0,4,3
3307,45,No,Research & Development,Technical Degree,Male,1,5,Healthcare Representative,4.0,1.0,3.0,3,3
3308,32,No,Sales,Marketing,Female,1,5,Human Resources,3.0,3.0,2.0,1,3
3309,52,No,Research & Development,Life Sciences,Male,1,9,Laboratory Technician,3.0,4.0,3.0,3,3
3310,37,No,Sales,Life Sciences,Female,1,1,Laboratory Technician,4.0,3.0,3.0,3,3
3311,28,No,Research & Development,Life Sciences,Female,1,5,Healthcare Representative,2.0,4.0,3.0,3,3
3312,22,No,Research & Development,Life Sciences,Male,1,2,Sales Representative,4.0,4.0,1.0,2,3
3313,44,No,Research & Development,Medical,Female,1,3,Laboratory Technician,1.0,4.0,2.0,3,3
3314,42,No,Sales,Life Sciences,Female,1,2,Laboratory Technician,2.0,4.0,3.0,2,3
3315,36,No,Research & Development,Other,Male,1,5,Research Scientist,1.0,1.0,3.0,2,4
3316,25,No,Sales,Life Sciences,Female,1,5,Laboratory Technician,3.0,1.0,3.0,3,3
3317,35,No,Research & Development,Life Sciences,Female,1,17,Healthcare Representative,4.0,3.0,3.0,2,3
3318,35,Yes,Sales,Marketing,Female,1,10,Laboratory Technician,4.0,2.0,2.0,4,3
3319,32,No,Research & Development,Life Sciences,Male,1,3,Sales Executive,4.0,4.0,3.0,3,3
3320,25,No,Sales,Marketing,Female,1,5,Research Scientist,3.0,1.0,4.0,3,3
3321,49,No,Sales,Technical Degree,Female,1,4,Sales Representative,3.0,1.0,3.0,3,3
3322,24,No,Research & Development,Technical Degree,Male,1,5,Healthcare Representative,1.0,4.0,2.0,3,4
3323,32,No,Research & Development,Medical,Male,1,10,Research Scientist,2.0,2.0,3.0,2,3
3324,38,No,Sales,Medical,Male,1,2,Sales Executive,2.0,2.0,3.0,4,3
3325,42,No,Research & Development,Technical Degree,Female,1,5,Research Scientist,3.0,4.0,2.0,3,4
3326,31,No,Research & Development,Life Sciences,Female,1,6,Sales Executive,4.0,4.0,3.0,3,3
3327,29,Yes,Sales,Marketing,Male,1,3,Laboratory Technician,2.0,3.0,3.0,3,3
3328,53,No,Research & Development,Life Sciences,Male,1,2,Sales Representative,1.0,4.0,3.0,2,3
3329,35,No,Research & Development,Life Sciences,Male,1,13,Healthcare Representative,4.0,2.0,3.0,4,3
3330,37,No,Research & Development,Life Sciences,Female,1,5,Human Resources,3.0,4.0,3.0,1,3
3331,53,No,Research & Development,Medical,Male,1,12,Sales Executive,4.0,4.0,3.0,4,4
3332,43,No,Research & Development,Medical,Male,1,5,Laboratory Technician,4.0,4.0,2.0,3,3
3333,47,No,Sales,Marketing,Female,1,7,Research Director,3.0,4.0,3.0,3,3
3334,37,No,Research & Development,Medical,Female,1,10,Research Scientist,1.0,2.0,3.0,3,3
3335,50,No,Research & Development,Medical,Female,1,31,Laboratory Technician,1.0,1.0,3.0,3,4
3336,39,No,Research & Development,Other,Female,1,5,Human Resources,4.0,4.0,3.0,2,3
3337,33,No,Sales,Life Sciences,Male,1,4,Manufacturing Director,4.0,2.0,4.0,3,3
3338,32,Yes,Research & Development,Medical,Female,1,1,Laboratory Technician,1.0,4.0,1.0,2,3
3339,29,No,Research & Development,Life Sciences,Female,1,4,Healthcare Representative,1.0,4.0,0.0,4,3
3340,44,No,Research & Development,Life Sciences,Male,1,8,Manufacturing Director,2.0,1.0,3.0,3,3
3341,28,No,Sales,Life Sciences,Female,1,4,Research Scientist,1.0,4.0,3.0,3,3
3342,58,Yes,Sales,Technical Degree,Male,1,1,Sales Executive,4.0,4.0,2.0,3,3
3343,43,No,Sales,Marketing,Male,1,1,Sales Executive,1.0,2.0,4.0,3,3
3344,20,Yes,Research & Development,Medical,Male,1,2,Sales Executive,3.0,3.0,2.0,1,3
3345,21,Yes,Research & Development,Medical,Male,1,1,Sales Executive,4.0,4.0,2.0,3,3
3346,36,No,Research & Development,Medical,Male,1,16,Laboratory Technician,3.0,4.0,2.0,3,3
3347,47,No,Research & Development,Life Sciences,Male,1,3,Manufacturing Director,4.0,4.0,2.0,3,4
3348,22,Yes,Research & Development,Life Sciences,Female,1,3,Laboratory Technician,2.0,3.0,4.0,3,3
3349,41,Yes,Research & Development,Life Sciences,Female,1,7,Sales Executive,2.0,4.0,2.0,4,3
3350,28,No,Research & Development,Life Sciences,Female,1,2,Manager,3.0,3.0,3.0,3,4
3351,39,Yes,Research & Development,Life Sciences,Female,1,2,Human Resources,4.0,1.0,1.0,3,3
3352,27,No,Research & Development,Medical,Male,1,1,Research Scientist,2.0,3.0,3.0,3,3
3353,34,No,Research & Development,Technical Degree,Male,1,1,Human Resources,2.0,2.0,3.0,3,3
3354,42,No,Sales,Technical Degree,Male,1,5,Human Resources,3.0,3.0,3.0,2,3
3355,33,No,Sales,Marketing,Female,1,3,Sales Executive,3.0,1.0,3.0,3,3
3356,58,No,Research & Development,Life Sciences,Male,1,6,Research Scientist,3.0,2.0,3.0,3,4
3357,31,No,Sales,Life Sciences,Female,1,7,Sales Representative,2.0,3.0,4.0,3,3
3358,35,No,Research & Development,Life Sciences,Male,1,10,Healthcare Representative,4.0,4.0,1.0,3,4
3359,49,No,Research & Development,Life Sciences,Female,1,26,Sales Executive,1.0,2.0,2.0,2,3
3360,48,No,Research & Development,Medical,Male,1,0,Research Scientist,4.0,3.0,2.0,3,3
3361,31,No,Research & Development,Technical Degree,Female,1,9,Sales Executive,4.0,3.0,2.0,3,3
3362,36,No,Human Resources,Technical Degree,Male,1,6,Sales Executive,2.0,4.0,3.0,2,3
3363,38,No,Sales,Other,Male,1,15,Sales Executive,4.0,1.0,3.0,3,3
3364,32,No,Sales,Marketing,Male,1,3,Laboratory Technician,3.0,2.0,3.0,2,3
3365,25,Yes,Research & Development,Life Sciences,Male,1,1,Sales Executive,3.0,2.0,3.0,2,3
3366,40,No,Research & Development,Medical,Male,1,1,Research Scientist,1.0,2.0,2.0,3,3
3367,26,No,Sales,Marketing,Male,1,7,Healthcare Representative,3.0,1.0,3.0,2,3
3368,41,No,Research & Development,Medical,Male,1,18,Research Scientist,4.0,1.0,3.0,3,3
3369,36,No,Research & Development,Life Sciences,Female,1,11,Healthcare Representative,3.0,3.0,3.0,1,3
3370,19,Yes,Research & Development,Life Sciences,Male,1,1,Research Scientist,4.0,2.0,4.0,3,3
3371,20,Yes,Research & Development,Life Sciences,Female,1,1,Laboratory Technician,1.0,1.0,3.0,3,3
3372,31,No,Research & Development,Life Sciences,Male,1,9,Research Director,4.0,4.0,1.0,3,3
3373,40,No,Sales,Marketing,Male,1,1,Research Scientist,4.0,2.0,3.0,2,3
3374,32,No,Research & Development,Life Sciences,Male,1,8,Laboratory Technician,3.0,1.0,4.0,3,4
3375,36,Yes,Research & Development,Medical,Male,1,16,Sales Executive,3.0,4.0,3.0,3,3
3376,33,No,Research & Development,Medical,Female,1,5,Manufacturing Director,2.0,4.0,3.0,3,3
3377,37,Yes,Sales,Marketing,Female,1,14,Human Resources,1.0,3.0,1.0,2,3
3378,45,No,Research & Development,Life Sciences,Male,1,9,Sales Executive,3.0,2.0,2.0,3,3
3379,29,No,Research & Development,Life Sciences,Male,1,3,Sales Representative,3.0,4.0,3.0,3,3
3380,35,No,Human Resources,Human Resources,Male,1,5,Laboratory Technician,3.0,3.0,3.0,2,3
3381,52,No,Research & Development,Other,Male,1,9,Laboratory Technician,4.0,4.0,2.0,3,3
3382,58,Yes,Sales,Medical,Female,1,1,Sales Executive,4.0,3.0,3.0,1,3
3383,53,No,Research & Development,Technical Degree,Male,1,17,Manager,3.0,3.0,4.0,3,3
3384,30,No,Sales,Marketing,Male,1,8,Sales Executive,3.0,3.0,4.0,2,3
3385,38,No,Sales,Life Sciences,Male,1,5,Research Director,3.0,4.0,3.0,3,4
3386,35,No,Sales,Life Sciences,Female,1,10,Healthcare Representative,4.0,4.0,3.0,1,3
3387,39,No,Sales,Marketing,Male,1,8,Research Scientist,0.0,3.0,3.0,2,3
3388,40,Yes,Research & Development,Life Sciences,Male,1,1,Human Resources,2.0,2.0,2.0,3,3
3389,47,No,Research & Development,Life Sciences,Male,1,19,Sales Executive,3.0,3.0,4.0,3,3
3390,36,No,Sales,Life Sciences,Male,1,7,Research Scientist,1.0,4.0,3.0,3,3
3391,31,Yes,Research & Development,Medical,Male,1,3,Research Scientist,3.0,1.0,3.0,3,4
3392,33,No,Sales,Other,Male,1,10,Research Director,4.0,3.0,3.0,3,3
3393,29,Yes,Human Resources,Life Sciences,Male,1,0,Sales Executive,4.0,1.0,3.0,2,3
3394,33,No,Research & Development,Technical Degree,Male,1,3,Laboratory Technician,2.0,4.0,3.0,3,3
3395,45,No,Research & Development,Medical,Female,1,5,Healthcare Representative,4.0,4.0,3.0,3,3
3396,50,No,Sales,Life Sciences,Female,1,5,Manufacturing Director,4.0,4.0,2.0,2,4
3397,33,No,Sales,Marketing,Male,1,6,Human Resources,3.0,2.0,3.0,2,3
3398,41,No,Sales,Other,Male,1,18,Laboratory Technician,1.0,3.0,4.0,3,3
3399,27,No,Research & Development,Other,Male,1,2,Manufacturing Director,3.0,2.0,3.0,3,3
3400,45,No,Sales,Medical,Female,1,9,Sales Executive,4.0,1.0,3.0,4,3
3401,47,No,Sales,Medical,Female,1,9,Research Scientist,4.0,4.0,3.0,3,3
3402,30,Yes,Sales,Life Sciences,Male,1,5,Healthcare Representative,1.0,3.0,3.0,2,3
3403,50,No,Research & Development,Technical Degree,Female,1,12,Sales Executive,4.0,3.0,3.0,3,3
3404,38,No,Research & Development,Technical Degree,Male,1,2,Manufacturing Director,3.0,3.0,2.0,2,3
3405,46,No,Research & Development,Medical,Female,1,8,Human Resources,4.0,3.0,3.0,3,3
3406,24,No,Sales,Life Sciences,Female,1,4,Healthcare Representative,4.0,3.0,3.0,3,3
3407,35,Yes,Sales,Medical,Male,1,4,Healthcare Representative,3.0,2.0,1.0,2,3
3408,31,No,Research & Development,Technical Degree,Male,1,4,Sales Executive,3.0,1.0,3.0,3,3
3409,18,No,Sales,Other,Male,1,0,Manager,2.0,4.0,3.0,3,3
3410,54,No,Sales,Medical,Female,1,10,Laboratory Technician,3.0,3.0,3.0,3,3
3411,35,No,Research & Development,Medical,Female,1,16,Manufacturing Director,3.0,3.0,2.0,3,3
3412,30,No,Research & Development,Life Sciences,Female,1,8,Healthcare Representative,2.0,1.0,2.0,2,3
3413,20,Yes,Research & Development,Life Sciences,Female,1,1,Research Scientist,4.0,1.0,3.0,3,3
3414,30,Yes,Research & Development,Medical,Male,1,3,Sales Executive,2.0,2.0,3.0,3,3
3415,26,No,Sales,Marketing,Female,1,8,Research Scientist,4.0,4.0,3.0,3,4
3416,22,No,Research & Development,Other,Male,1,4,Sales Representative,2.0,1.0,2.0,3,4
3417,48,No,Human Resources,Medical,Male,1,2,Sales Executive,1.0,3.0,3.0,3,3
3418,48,No,Sales,Medical,Male,1,15,Research Director,3.0,3.0,3.0,3,3
3419,41,No,Research & Development,Life Sciences,Male,1,2,Research Scientist,4.0,3.0,3.0,3,3
3420,39,No,Sales,Life Sciences,Male,1,21,Human Resources,4.0,4.0,3.0,4,3
3421,27,No,Research & Development,Life Sciences,Male,1,3,Human Resources,1.0,4.0,3.0,3,3
3422,35,No,Sales,Medical,Male,1,3,Sales Executive,2.0,4.0,2.0,3,3
3423,42,No,Research & Development,Other,Male,1,1,Research Scientist,4.0,3.0,4.0,4,3
3424,50,No,Sales,Medical,Male,1,1,Sales Executive,1.0,4.0,3.0,4,4
3425,59,No,Research & Development,Medical,Female,1,5,Laboratory Technician,3.0,4.0,3.0,2,3
3426,37,Yes,Sales,Marketing,Male,1,1,Laboratory Technician,1.0,2.0,1.0,4,3
3427,55,No,Research & Development,Life Sciences,Female,1,8,Sales Executive,3.0,2.0,3.0,2,3
3428,41,No,Research & Development,Life Sciences,Male,1,21,Research Scientist,2.0,3.0,3.0,3,3
3429,38,No,Research & Development,Other,Female,1,1,Laboratory Technician,2.0,4.0,3.0,4,3
3430,26,Yes,Research & Development,Life Sciences,Female,1,2,Manufacturing Director,2.0,1.0,3.0,2,3
3431,52,Yes,Research & Development,Medical,Female,1,32,Human Resources,1.0,4.0,3.0,4,3
3432,44,No,Research & Development,Life Sciences,Female,1,12,Healthcare Representative,4.0,4.0,3.0,3,3
3433,50,No,Human Resources,Life Sciences,Male,1,18,Laboratory Technician,4.0,3.0,3.0,2,3
3434,36,Yes,Sales,Technical Degree,Male,1,17,Sales Executive,3.0,1.0,3.0,3,3
3435,39,No,Sales,Marketing,Male,1,21,Sales Executive,4.0,1.0,3.0,4,3
3436,33,No,Sales,Technical Degree,Male,1,2,Sales Representative,2.0,4.0,2.0,3,3
3437,45,No,Research & Development,Other,Male,1,9,Human Resources,4.0,4.0,4.0,2,3
3438,32,No,Research & Development,Medical,Male,1,8,Manager,4.0,3.0,3.0,1,4
3439,34,No,Sales,Marketing,Male,1,15,Research Director,2.0,4.0,2.0,2,3
3440,59,No,Research & Development,Life Sciences,Male,1,6,Research Scientist,2.0,4.0,1.0,3,3
3441,45,No,Research & Development,Medical,Male,1,6,Sales Executive,2.0,2.0,3.0,3,4
3442,53,No,Sales,Medical,Male,1,15,Research Scientist,3.0,2.0,3.0,4,4
3443,36,Yes,Research & Development,Life Sciences,Female,1,1,Research Scientist,1.0,3.0,2.0,3,3
3444,26,Yes,Sales,Life Sciences,Male,1,3,Research Scientist,1.0,1.0,3.0,3,3
3445,34,No,Research & Development,Life Sciences,Male,1,1,Sales Representative,3.0,3.0,3.0,2,3
3446,28,No,Research & Development,Other,Male,1,1,Sales Representative,4.0,2.0,3.0,4,3
3447,38,No,Sales,Medical,Male,1,2,Research Scientist,3.0,3.0,3.0,1,3
3448,50,No,Research & Development,Life Sciences,Male,1,8,Sales Executive,2.0,3.0,2.0,3,3
3449,37,No,Research & Development,Life Sciences,Male,1,4,Laboratory Technician,4.0,2.0,2.0,3,4
3450,40,No,Human Resources,Medical,Male,1,7,Sales Executive,3.0,1.0,2.0,3,3
3451,26,No,Research & Development,Medical,Male,1,5,Laboratory Technician,1.0,3.0,3.0,2,3
3452,46,No,Research & Development,Medical,Female,1,2,Research Scientist,4.0,4.0,3.0,2,3
3453,54,No,Research & Development,Medical,Female,1,9,Manufacturing Director,3.0,3.0,3.0,3,3
3454,56,No,Research & Development,Life Sciences,Female,1,5,Manufacturing Director,1.0,3.0,3.0,3,3
3455,36,No,Research & Development,Life Sciences,Female,1,14,Human Resources,4.0,4.0,2.0,3,3
3456,55,No,Research & Development,Medical,Female,1,9,Manager,3.0,1.0,4.0,2,3
3457,43,No,Sales,Life Sciences,Male,1,1,Research Scientist,3.0,4.0,3.0,2,4
3458,20,Yes,Sales,Marketing,Male,1,2,Sales Executive,4.0,4.0,3.0,2,4
3459,21,Yes,Research & Development,Life Sciences,Male,1,1,Manager,3.0,1.0,2.0,3,3
3460,46,No,Sales,Marketing,Female,1,16,Healthcare Representative,4.0,1.0,3.0,3,3
3461,51,Yes,Sales,Medical,Female,1,10,Research Scientist,1.0,3.0,4.0,3,4
3462,28,Yes,Research & Development,Life Sciences,Female,1,10,Laboratory Technician,2.0,1.0,2.0,2,3
3463,26,No,Research & Development,Medical,Female,1,5,Sales Executive,1.0,1.0,3.0,1,3
3464,30,No,Research & Development,Medical,Female,1,6,Sales Executive,3.0,1.0,2.0,3,3
3465,41,No,Sales,Life Sciences,Female,1,10,Research Director,2.0,3.0,3.0,4,3
3466,38,No,Research & Development,Technical Degree,Male,1,19,Sales Executive,3.0,3.0,2.0,3,3
3467,40,No,Sales,Marketing,Male,1,11,Sales Executive,1.0,4.0,3.0,3,3
3468,27,No,Sales,Technical Degree,Female,1,3,Laboratory Technician,1.0,3.0,3.0,2,3
3469,55,No,Research & Development,Life Sciences,Male,1,3,Laboratory Technician,4.0,2.0,3.0,3,3
3470,28,No,Research & Development,Life Sciences,Male,1,8,Healthcare Representative,3.0,3.0,4.0,4,3
3471,44,Yes,Research & Development,Life Sciences,Female,1,20,Sales Executive,2.0,1.0,3.0,3,3
3472,33,No,Sales,Marketing,Female,1,3,Sales Executive,4.0,4.0,3.0,3,3
3473,35,Yes,Sales,Life Sciences,Male,1,8,Sales Representative,4.0,1.0,3.0,2,4
3474,33,Yes,Research & Development,Life Sciences,Female,1,13,Sales Executive,1.0,3.0,3.0,3,3
3475,28,No,Human Resources,Human Resources,Male,1,4,Research Scientist,1.0,3.0,2.0,3,3
3476,34,No,Sales,Marketing,Male,1,6,Research Scientist,1.0,4.0,2.0,3,3
3477,37,No,Research & Development,Life Sciences,Male,1,1,Sales Executive,4.0,4.0,3.0,2,4
3478,25,Yes,Human Resources,Human Resources,Female,1,7,Research Scientist,4.0,4.0,4.0,2,3
3479,26,Yes,Sales,Marketing,Male,1,1,Sales Executive,1.0,3.0,2.0,4,3
3480,33,Yes,Research & Development,Life Sciences,Male,1,2,Manufacturing Director,1.0,2.0,3.0,3,3
3481,42,No,Research & Development,Life Sciences,Male,1,22,Research Scientist,4.0,1.0,3.0,2,3
3482,28,Yes,Research & Development,Life Sciences,Male,1,1,Manager,1.0,2.0,3.0,3,3
3483,50,Yes,Research & Development,Medical,Male,1,0,Research Scientist,4.0,3.0,3.0,3,3
3484,33,No,Sales,Medical,Female,1,3,Research Scientist,4.0,2.0,3.0,2,3
3485,34,No,Sales,Marketing,Female,1,0,Research Director,3.0,4.0,3.0,3,4
3486,48,No,Sales,Life Sciences,Male,1,5,Sales Executive,1.0,4.0,2.0,3,3
3487,45,No,Research & Development,Medical,Female,1,15,Human Resources,2.0,3.0,3.0,3,3
3488,52,No,Sales,Life Sciences,Male,1,8,Sales Executive,2.0,2.0,3.0,3,3
3489,38,No,Research & Development,Medical,Male,1,8,Research Scientist,3.0,3.0,3.0,2,3
3490,29,No,Research & Development,Medical,Female,1,7,Research Scientist,3.0,4.0,3.0,4,3
3491,28,No,Human Resources,Human Resources,Female,1,9,Laboratory Technician,4.0,2.0,2.0,3,3
3492,46,No,Research & Development,Medical,Male,1,12,Sales Executive,1.0,3.0,3.0,3,3
3493,38,No,Research & Development,Medical,Male,1,1,Sales Executive,4.0,2.0,3.0,3,4
3494,43,No,Research & Development,Medical,Female,1,8,Laboratory Technician,3.0,1.0,3.0,3,3
3495,39,Yes,Sales,Marketing,Male,1,18,Healthcare Representative,1.0,4.0,3.0,3,3
3496,40,No,Research & Development,Life Sciences,Male,1,20,Healthcare Representative,3.0,3.0,4.0,3,3
